İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Denzel Dumfries,759520,UEFA Champions League 24/25,UEFA Champions League,Inter,7.1833333333333,12,2,3,3,3,1.13027777,216,283,76.325088339223,100,123,55,9,11,42.307692307692,22,7,2,0,0,7,20.588235294118,12,3,47,50.537634408602,26,74.285714285714,974,16.666666666667,0,0,1,0,0,0,10,45.454545454545,18,0,0,8,167,10,14,7,552,15,20,1,0,6,6,0,0,0,5,0,0,0,0,0,0,11,0.0,9,26,34,22,12,13,59.090909090909,0,126,191,2,1.4573,50,0,12,0.0
Denzel Dumfries,759520,UEFA Champions League 23/24,UEFA Champions League,Inter,6.66,5,0,1,2,1,0.52160386,66,88,75.0,30,38,17,4,4,44.444444444444,3,0,1,0,0,2,20.0,7,2,7,31.818181818182,4,44.444444444444,322,0.0,0,0,0,0,0,0,1,20.0,0,0,0,3,56,2,3,0,171,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0.0,4,9,10,5,3,2,66.666666666667,0,38,60,0,0.9029,11,0,5,0.0
Henrikh Mkhitaryan,37151,Serie A 25/26,Serie A,Inter,6.904347826087,23,2,5,4,1,2.5219292,686,781,87.836107554417,219,467,284,17,11,47.826086956522,28,14,3,0,0,5,13.888888888889,35,9,52,44.444444444444,11,52.380952380952,1218,5.7142857142857,0,0,1,1,1,0,30,73.170731707317,16,0,0,17,179,9,35,21,1043,13,21,4,0,16,3,10,0,0,3,0,0,0,0,0,0,13,0.0,17,23,36,41,10,22,78.571428571429,0,246,535,0,3.3511,78,4,23,0.0
Henrikh Mkhitaryan,37151,Serie A 24/25,Serie A,Inter,7.0625,32,1,6,2,4,4.1265193,1315,1485,88.552188552189,455,868,457,30,7,26.923076923077,43,17,4,0,0,8,33.333333333333,23,2,73,44.78527607362,24,64.864864864865,2410,4.3478260869565,0,0,0,0,0,0,58,81.69014084507,33,0,0,15,254,12,71,50,1801,24,33,1,0,25,5,9,1,0,6,0,0,0,0,0,0,30,0.0,29,26,24,71,24,24,55.813953488372,0,497,1012,2,1.4893,131,0,32,0.0
Henrikh Mkhitaryan,37151,Serie A 23/24,Serie A,Inter,7.2166666666667,36,2,6,4,8,4.34883992,1440,1636,88.0195599022,506,939,499,42,19,52.777777777778,62,29,4,0,0,5,15.625,39,6,110,53.921568627451,15,48.387096774194,2803,5.1282051282051,0,0,1,0,0,0,62,70.454545454545,35,0,0,19,303,16,72,51,2063,29,35,0,0,25,3,11,2,0,7,0,0,0,0,0,0,35,0.0,40,36,32,88,18,34,54.838709677419,0,554,1114,2,3.6161,182,0,36,0.0
Henrikh Mkhitaryan,37151,UEFA Champions League 25/26,UEFA Champions League,Inter,6.9,4,0,0,0,0,0.17852514,124,139,89.208633093525,50,74,25,0,5,100.0,8,7,2,0,0,0,0.0,1,0,18,62.068965517241,3,60.0,315,0.0,0,0,0,0,0,0,1,50.0,6,0,0,2,27,2,4,3,193,6,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,5,3,2,3,6,75.0,0,55,84,0,0.1268,18,0,4,0.0
Henrikh Mkhitaryan,37151,UEFA Champions League 24/25,UEFA Champions League,Inter,7.0153846153846,13,0,3,3,0,1.08620861,420,470,89.36170212766,188,234,124,12,9,75.0,29,7,3,0,0,2,28.571428571429,13,3,50,58.139534883721,6,50.0,856,0.0,0,0,0,0,0,0,21,77.777777777778,18,0,0,6,76,6,32,22,621,12,11,0,0,16,3,4,0,0,2,0,0,0,0,0,0,10,0.0,12,12,7,27,10,17,58.620689655172,0,210,267,0,1.0515,53,0,13,0.0
Henrikh Mkhitaryan,37151,UEFA Champions League 23/24,UEFA Champions League,Inter,7.1571428571429,7,0,1,0,0,0.4167907,217,254,85.433070866142,109,108,49,5,9,90.0,10,8,2,0,0,0,0.0,5,0,29,63.04347826087,6,75.0,522,0.0,0,0,0,0,0,0,12,85.714285714286,7,0,0,4,52,6,12,7,342,12,7,0,0,5,1,1,0,0,1,0,0,0,0,0,0,7,0.0,5,10,2,14,3,5,50.0,0,121,135,0,0.2745,42,0,7,0.0
Petar Sučić,1091303,Serie A 25/26,Serie A,Inter,6.8185185185185,27,1,5,2,2,1.98943354,694,790,87.848101265823,244,450,286,22,14,43.75,33,7,4,0,0,6,27.272727272727,18,4,68,46.896551724138,10,55.555555555556,1336,5.5555555555556,0,0,0,0,0,0,45,67.164179104478,14,0,2,19,180,10,41,22,1039,21,22,0,0,18,0,5,0,0,3,0,0,0,0,0,0,16,0.0,22,32,22,67,14,16,48.484848484848,0,268,522,1,1.3949,63,1,28,0.0
Petar Sučić,1091303,UEFA Champions League 25/26,UEFA Champions League,Inter,6.8666666666667,9,1,2,2,0,1.27534259,237,280,84.642857142857,96,141,81,11,6,42.857142857143,9,3,0,0,0,1,16.666666666667,4,3,22,45.833333333333,3,60.0,480,25.0,0,0,0,0,0,0,14,73.684210526316,6,0,1,6,68,2,22,19,357,7,5,0,0,7,1,1,0,0,1,0,0,0,0,0,0,4,0.0,11,14,6,19,9,5,55.555555555556,0,110,170,1,0.6888,28,0,10,0.0
Luís Henrique,977679,Serie A 25/26,Serie A,Inter,6.8652173913043,23,1,5,1,2,1.6238518,634,731,86.730506155951,227,407,250,21,9,50.0,17,6,1,0,0,11,26.829268292683,14,6,26,55.31914893617,5,83.333333333333,1426,7.1428571428571,0,0,0,0,0,0,18,47.368421052632,14,0,0,6,159,7,33,18,922,0,5,1,0,2,1,4,0,0,4,0,0,0,0,0,0,17,0.0,21,18,41,38,12,13,76.470588235294,0,262,469,1,0.7259,88,0,25,0.0
Luís Henrique,977679,UEFA Champions League 25/26,UEFA Champions League,Inter,6.8285714285714,7,0,1,0,0,0.59059671,173,199,86.934673366834,75,98,55,5,4,66.666666666667,2,2,0,0,0,5,31.25,5,0,8,66.666666666667,0,0.0,363,0.0,0,0,0,0,0,0,6,66.666666666667,3,0,0,2,47,1,12,7,251,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,0.0,5,6,16,9,5,2,100.0,0,85,114,0,0.314,20,0,7,0.0
Davide Frattesi,835600,Serie A 25/26,Serie A,Inter,6.5,17,0,1,4,0,0.15316363,85,111,76.576576576577,30,55,28,5,4,50.0,12,3,0,0,0,0,0.0,13,3,26,56.521739130435,4,33.333333333333,510,0.0,0,0,0,0,0,0,2,40.0,4,0,0,7,47,0,3,2,198,10,8,0,0,1,2,3,0,0,1,0,0,0,0,0,0,3,0.0,5,8,1,5,4,6,50.0,0,34,77,0,1.8621,15,1,18,0.0
